Reactions,1A01,1A02,1A03,1A04,1A05,1A06,1A07,1A08,1A10,1A11,1A12,1B01,1B02,1B03,1B04,1B05,1B06,1B07,1B08,1B09,1B10,1B11,1B12,1C01,1C02,1C03,1C04,1C06,1C07,1C08,1C09,1C10,1C11,1C12,1D01,1D04,1D06,1D07,1D09,1D11,1D12,1E01,1E03,1E04,1E10,1E11,1E12,1F02,1F03,1F05,1F07,1F08,1F09,1F10,1F12,1G03,1G04,1G05,1G07,1G08,1G11,1G12,1H04,1H06,1H08,1H09,1H10,1H11,1H12,2A08,2B01,2B02,2B03,2B08,2D10,2D12,2E01,2E02,2E07,2E12,2F04,2F06,2F11,2F12,2G03,2G04,2G05,2G06,2G07,2G09,2G10,2G11,2G12,2H01,2H02,2H04,2H05,2H08,2H09,3A02,3A03,3A04,3A05,3A07,3A08,3A09,3A10,3A11,3A12,3B01,3B02,3B03,3B04,3B05,3B06,3B07,3B08,3B09,3B10,3B11,3B12,3C01,3C02,3C03,3C06,3C08,3C10,3C11,3C12,3D01,3D09,3D11,3D12,3E02,3E03,3E08,3E11,3E12,3F01,3F02,3F03,3F04,3F05,3F06,3F07,3F08,3F09,3F10,3F11,3F12,3G01,3G02,3G03,3G05,3H01,3H02,3H03,3H04,3H05,3H06,3H07,3H08,3H09,3H10,3H11,3H12,4A02,4A03,4A09,4A10,4A11,4B06,4B07,4B09,4B10,4B11,4C01,4C02,4C03,4C04,4C06,4C07,4C09,4C10,4C11,4D01,4D06,4D07,4D09,4D10,4D11,4E01,4E10,4E11,4F02,4F03,4F07,4F08,4F09,4F12,4G03,4G05,4G07,4G08,4G11,4H06,4H09,4H10,4H11
PRFGS,0.440336377,0.587945377,0.636249466,0.559328248,0.488385875,0.61177778,0.550752259,0.501933388,0.766688399,0.623693982,0.611585021,0.514697271,0.61177778,0.564112975,0.544302757,0.598255447,0.61177778,0.61177778,0.587945377,0.47074282,0.45145118,0.61177778,0.562548548,0.659442586,0.587945377,0.524706094,0.552196773,0.544302758,0.623693982,0.453668706,0.440336377,0.766688398,0.754772197,0.612971672,0.552133313,0.466278436,0.549249531,0.440336377,0.754772197,0.766688399,0.657353728,0.56530932,0.623693982,0.659442586,0.894730358,0.000351097,0.000358282,0.562548549,0.440336377,0.532123653,0.452662702,0.559328248,0.462152682,0.440336377,0.000350272,0.514697271,0.55380636,0.520401048,0.497928527,0.636249466,0.504002285,0.532123653,0.440336377,0.587945377,0.502823509,0.587945377,0.598255447,0.451262169,0.491945769,0.440336377,0.440336377,0.672034026,0.576029176,0.440336377,0.502124144,0.466314726,0.466314726,0.466314726,0.440336377,0.599861579,0.440336377,0.461491972,0.515064763,0.526437356,0.440336377,0.536469076,0.491968312,0.444991899,0.440336377,0.457710106,0.461668205,0.459635427,0.450786452,0.512821635,0.455202207,0.465794125,0.440336377,0.493447358,0.552196773,0.415003522,0.440336377,0.440336377,0.440336377,0.520401048,0.536469076,0.552133313,0.55075226,0.477995445,0.562548548,0.56530932,0.491968312,0.444991899,0.457710106,0.461668205,0.459635427,0.450786452,0.455202207,0.501933388,0.514697271,0.55380636,0.517405541,0.450861488,0.465794125,0.520401048,0.440336377,0.514697271,0.440336377,0.440336377,0.512821635,0.440336377,0.491945769,0.493447358,0.493448715,0.451262169,0.440336377,0.62432128,0.636249466,0.440336377,0.636249466,0.000270804,0.000358282,0.67177903,0.452748993,0.0002831,0.000364272,0.440336377,0.612971672,0.44802005,0.657353728,0.000350272,0.000274106,0.00035447,0.440336377,0.522113534,0.543496246,0.554982372,0.552272033,0.511856151,0.491832945,0.495622719,0.548012194,0.5366116,0.550958926,0.548194295,0.485627038,0.496110534,0.440336377,0.440336377,0.000358282,0.000358282,0.000358282,0.440336377,0.440336377,0.000364272,0.000364272,0.000364272,0.440336377,0.440336377,0.623693982,0.659442586,0.66010584,0.440336377,0.671779031,0.671779031,0.67177903,0.440336377,0.514697271,0.55380636,0.657353728,0.657353728,0.657353728,0.450861488,0.612971672,0.440336377,0.440336377,0.440336377,0.477995445,0.475221427,0.525362037,0.440336377,0.440336377,0.617275902,0.450786452,0.440336377,0.450198025,0.440902985,0.452346339,0.444679485,0.442751176
PRMICI_f,0.093067941,0.124266058,0.134475439,0.118217642,0.103223513,0.12930319,0.116405052,0.106086868,0.162044551,0.131821756,0.129262449,0.108784597,0.12930319,0.119228925,0.115041908,0.126445158,0.12930319,0.12930319,0.124266058,0.099494539,0.095417126,0.12930319,0.118898274,0.139377455,0.124266058,0.110900026,0.116710359,0.115041908,0.131821756,0.095885815,0.093067941,0.162044551,0.159525985,0.129555527,0.116696946,0.098550963,0.11608744,0.093067941,0.159525985,0.162044551,0.138935961,0.119481781,0.131821756,0.139377455,0.189107047,0.149157925,0.15221023,0.118898274,0.093067941,0.112467775,0.095673189,0.118217642,0.097678958,0.093067941,0.148807603,0.108784597,0.117050556,0.109990127,0.105240414,0.134475439,0.106524142,0.112467775,0.093067941,0.124266058,0.106275,0.124266058,0.126445158,0.095377178,0.10397592,0.093067941,0.093067941,0.142038737,0.121747491,0.093067941,0.106127185,0.098558633,0.098558633,0.098558633,0.093067941,0.126784624,0.093067941,0.097539313,0.108862268,0.11126594,0.093067941,0.113386208,0.103980684,0,0.093067941,0.096739991,0.097576561,0.09714692,0.095276632,0.108388169,0.09620993,0.098448601,0.093067941,0.10429329,0.116710359,0.087713678,0.093067941,0.093067941,0.093067941,0.109990127,0.113386208,0.116696946,0.116405052,0.101027429,0.118898274,0.119481781,0.103980684,0,0.096739991,0.097576561,0.09714692,0.095276632,0.09620993,0.106086868,0.108784597,0.117050556,0.109357007,0.095292491,0.098448601,0.109990127,0.093067941,0.108784597,0.093067941,0.093067941,0.108388169,0.093067941,0.10397592,0.10429329,0.104293577,0.095377178,0.093067941,0.13195434,0.134475439,0.093067941,0.134475439,0.115046937,0.15221023,0.141984842,0.095691428,0.120270689,0.154755006,0.093067941,0.129555527,0.094691935,0.138935961,0.148807603,0.116449427,0.150591118,0.093067941,0.110352072,0.114871446,0.117299113,0.116726266,0.108184108,0,0.104753067,0.115825921,0.113416332,0.116448732,0.115864409,0.102640415,0.10485617,0.093067941,0.093067941,0.15221023,0.15221023,0.15221023,0.093067941,0.093067941,0.154755006,0.154755006,0.154755006,0.093067941,0.093067941,0.131821756,0.139377455,0.139517638,0.093067941,0.141984842,0.141984842,0.141984842,0.093067941,0.108784597,0.117050556,0.138935962,0.138935962,0.138935961,0.095292491,0.129555527,0.093067941,0.093067941,0.093067941,0.101027429,0.100441122,0.111038664,0.093067941,0.093067941,0.130465254,0.095276632,0.093067941,0.095152264,0.093187697,0.095606324,0.093985885,0.093578324
PROt2rpp_b,0.000639341,0.000858875,0.000920594,0.000811818,0.000664082,0.000886524,0.000786993,0,0.001110503,0.000893436,-0.477089623,0.000753764,0.000884719,0,0.000726738,0.000869722,0.000877923,0.000747039,0.000855584,0,0.000657304,0.0008859,0,0.000916576,0.000851075,0.000760021,0,0.00080342,0.000915787,0,0.000643986,0.001012436,0.001084596,0.000884254,0.00076143,0.000680324,0.000986625,0.000644309,0.001076276,0.001101339,0.00093884,0,0.000921793,0,0.00128892,0.001027004,0.001054027,0.00064208,0.0006406,0.000782508,0,0.000808862,0,0.000638481,0.001023802,0,0,0,0.000455822,0.000925021,0.000735301,0.000763069,0.000647353,0.000850895,0.000731487,0.000855336,0.000868566,0.000660544,0.000700142,0.000635786,0.000640058,0,0.000834915,0.000642308,0,0.000682313,0.000674109,0.000677741,0.000648444,0.000882026,0.000629632,0.000663213,0.000751903,0.000761576,0.000644239,0.000795367,0,0.000643585,0.000638506,0.000656,0.000714438,0.000667143,0.000658913,0.000741626,0.000664045,0.00067546,0.000642311,0.00014277,0.000796632,0.000601976,0.000639341,0.000637512,0.000651005,0,0.000778431,0.000671021,0.000800621,0.000691297,0,0,0,0.000650744,0.000665572,0.000666525,0.000675629,0.000657415,0.000659715,0,0,0,0.00075138,0.000651878,0.000673073,0.000745988,0.000632213,0.000719284,0.00063707,0.000640451,0.000744221,0.000639562,0.000701002,0.000142773,0.000715803,0.000650395,0.000639001,0.000908025,0.000913688,0.000635207,0.000921459,0.000788183,0.001041749,0.00097188,0.0006575,0.000838615,0,0.000641977,0.000891678,0.000642788,0.000968751,0.00103726,0.000803294,0.00104915,0.000639331,0.000754811,0,0,0,0,0,0,0,0,0,0,0,0,0.000631592,0.00064631,0.001066865,0.001041375,0.00103655,0.000642666,0.00064357,0.001073405,0,0.001062614,0.000638843,0.000636035,0.000914514,0.000925275,0.000936248,0.000637458,0.000991892,0,0.000978848,0.000633375,0,0,0.000965912,0.000954874,0.00094017,0.000643422,0.000893793,0.000645965,0.000643596,0.000633551,0.000698286,0.000678379,0.000769889,0.000635462,0.000647673,0,0.000644709,0.000633624,0.000655059,0.00064028,0.000646167,0.000645574,0.000644085
PROt4pp,0.000639341,0.000858875,0.000920594,0.000811818,0.000664082,0.000886524,0.000786993,0.005828518,0.001110503,0.000893436,-0.477089623,0.000753764,0.000884719,0,0.000726738,0.000869722,0.000877923,0.000747039,0.000855584,0,0.000657304,0.0008859,0,0.000916576,0.000851075,0.000760021,0,0.00080342,0.000915787,0,0.000643986,0.001012436,0.001084596,0.000884254,0.00076143,0.000680324,0.000986625,0.000644309,0.001076276,0.001101339,0.00093884,0,0.000921793,0,0.00128892,0.001027004,0.001054027,0.00064208,0.0006406,0.000782508,0,0.000808862,0,0.000638481,0.001023802,0,0,0,0.000455822,0.000925021,0.000735301,0.000763069,0.000647353,0.000850895,0.000731487,0.000855336,0.000868566,0.000660544,0.000700142,0.000635786,0.000640058,0,0.000834915,0.000642308,0,0.000682313,0.000674109,0.000677741,0.000648444,0.000882026,0.000629632,0.000663213,0.000751903,0.000761576,0.000644239,0.000795367,0,0.000643585,0.000638506,0.000656,0.000714438,0.000667143,0.000658913,0.000741626,0.000664045,0.00067546,0.000642311,0.00014277,0.000796632,0.000601976,0.000639341,0.000637512,0.000651005,0,0.000778431,0.000671021,0.000800621,0.000691297,0,0,0,0.000650744,0.000665572,0.000666525,0.000675629,0.000657415,0.000659715,0.005828518,0,0,0.00075138,0.000651878,0.000673073,0.000745988,0.000632213,0.000719284,0.00063707,0.000640451,0.000744221,0.000639562,0.000701002,0.000142773,0.000715803,0.000650395,0.000639001,0.000908025,0.000913688,0.000635207,0.000921459,0.000788183,0.001041749,0.00097188,0.0006575,0.000838615,0,0.000641977,0.000891678,0.000642788,0.000968751,0.00103726,0.000803294,0.00104915,0.000639331,0.000754811,0,0,0,0,0,0,0,0,0,0,0,0,0.000631592,0.00064631,0.001066865,0.001041375,0.00103655,0.000642666,0.00064357,0.001073405,0,0.001062614,0.000638843,0.000636035,0.000914514,0.000925275,0.000936248,0.000637458,0.000991892,0,0.000978848,0.000633375,0,0,0.000965912,0.000954874,0.00094017,0.000643422,0.000893793,0.000645965,0.000643596,0.000633551,0.000698286,0.000678379,0.000769889,0.000635462,0.000647673,0,0.000644709,0.000633624,0.000655059,0.00064028,0.000646167,0.000645574,0.000644085
PRPPS_f,0.916446805,1.223656939,1.324189464,1.16409775,1.016449466,1.27325795,1.146249039,1.044645127,1.595664521,1.298058455,1.272856771,1.071209863,1.27325795,1.174055928,1.132826061,1.245114695,1.27325795,1.27325795,1.223656939,0.979729989,0.939579407,1.27325795,1.170799978,1.372459972,1.223656939,1.092040651,1.149255423,1.132826062,1.298058455,0.944194616,0.916446805,1.595664519,1.570864015,1.239960361,1.149123346,0.970438524,1.143121497,0.916446805,1.570864015,1.595664521,0,1.176545814,1.298058455,1.372459972,1.862150896,0.763402724,0,1.170799978,0.916446805,1.107478391,0.942100877,1.16409775,0.961851828,0.916446805,0,1.071209863,1.152605363,1.083080806,1.03631004,1.324189464,1.048951004,1.107478391,0.916446805,1.223656939,1.046497683,1.223656939,1.245114695,0.939186029,1.023858469,0.916446805,0.916446805,1.398665812,1.198856434,0.916446805,1.045042137,0.970514052,0.970514052,0.970514052,0.916446805,1.248457444,0.916446805,0.96047673,1.071974702,1.095643828,0.916446805,1.116522269,1.023905386,0.832084161,0.916446805,0.95260575,0.960843514,0.95661281,0.938195946,1.06730621,0.947386204,0.969430555,0.916446805,1.026983639,1.149255423,0.86372299,0.916446805,0.916446805,0.916446805,1.083080805,1.116522269,1.149123347,1.14624904,0.994824462,1.170799978,1.176545814,1.023905386,0.832084161,0.95260575,0.960843514,0.95661281,0.938195946,0.947386204,1.044645127,1.071209863,1.152605363,1.011231995,0.938352114,0.969430555,1.083080806,0.916446805,1.071209863,0.916446805,0.916446805,1.06730621,0.916446805,1.023858469,1.026983639,1.026986465,0.939186029,0.916446805,1.299364015,1.324189464,0.916446805,1.324189464,0.588819838,0,0,0.775158343,0.615555435,0,0.916446805,1.239960361,0.767056783,0,0,1.146686009,0,0.916446805,1.086644905,1.131147516,1.155052929,1.149412056,1.065296803,0.91967158,1.031511093,1.140546299,1.116818897,1.146679163,1.140925295,1.010707658,1.032526356,0.916446805,0.916446805,0,0,0,0.916446805,0.916446805,0,0,0,0.916446805,0.916446805,1.298058455,1.372459972,1.373840365,0.916446805,0,0,0,0.916446805,1.071209863,1.152605363,0,0,0,0.938352114,1.239960361,0.916446805,0.916446805,0.916446805,0.994824462,0.989051056,1.093405829,0.916446805,0.916446805,1.284700875,0.938195946,0.916446805,0.936971288,0.917626055,0.94144245,0.925485867,0.921472589
PSCVT_f,0.374400563,0.499906644,0.540977696,0.475574633,0.415255146,0.520170391,0.46828281,0.42677406,0.651884748,0.530302265,0.520006496,0.437626683,0.520170391,0.479642897,0.462799054,0.508672887,0.520170391,0.520170391,0.499906644,0.400253956,0.38385104,0.520170391,0.478312727,0.560697886,0.499906644,0.446136789,0.469511023,0.462799055,0.530302265,0.385736514,0.374400563,0.651884747,0.641752875,0.52118551,0.469457065,0.396458068,0.4670051,0.374400563,0.641752875,0.651884748,0.558921813,0.480660102,0.530302265,0.560697886,0.76075375,0.60004348,0.612322519,0.478312727,0.374400563,0.452443645,0.384881148,0.475574633,0.392950102,0.374400563,0.59863418,0.437626683,0.470879591,0.442476378,0.423368885,0.540977696,0.428533161,0.452443645,0.374400563,0.499906644,0.427530894,0.499906644,0.508672887,0.383690331,0.418281983,0.374400563,0.374400563,0.571403888,0.48977477,0.374400563,0.426936252,0.396488924,0.396488924,0.396488924,0.374400563,0.510038517,0.374400563,0.392388327,0.437939147,0.447608812,0.374400563,0.456138385,0.41830115,0.378358969,0.374400563,0.389172756,0.392538171,0.39080978,0.383285847,0.436031904,0.198896954,0.396046277,0.374400563,0.419558725,0.469511023,0.352861041,0.374400563,0.374400563,0.374400563,0.442476378,0.456138385,0.469457066,0.468282811,0.406420576,0.478312727,0.480660102,0.41830115,0.378358969,0.389172756,0.392538171,0.39080978,0.383285847,0.198896954,0.42677406,0.437626683,0.470879591,0.374314983,0.244422252,0.396046277,0.442476379,0.374400563,0.437626683,0.374400563,0.374400563,0.436031904,0.374400563,0.418281983,0.419558725,0.419559879,0.383690331,0.374400563,0.530835632,0.540977695,0.374400563,0.540977696,0.462819288,0.612322519,0.571187075,0.384954519,0.48383378,0.622559831,0.374400563,0.52118551,0.380933686,0.558921813,0.59863418,0.468461328,0.605809033,0.374400563,0.443932438,0.46211331,0.471879507,0.469575013,0.435210992,0.418186053,0.421408347,0.465953042,0.456259568,0.468458531,0.466107875,0.412909417,0.421823118,0.374400563,0.374400563,0.612322519,0.612322519,0.612322519,0.374400563,0.374400563,0.622559831,0.622559831,0.622559831,0.374400563,0.374400563,0.530302265,0.560697886,0.561261825,0.374400563,0.571187076,0.571187076,0.571187075,0.374400563,0.437626683,0.470879591,0.558921813,0.558921813,0.558921813,0.244422252,0.52118551,0.374400563,0.374400563,0.374400563,0.406420576,0.404061938,0.446694511,0.374400563,0.374400563,0.524845226,0.383285847,0.374400563,0.382785532,0.374882328,0.384612158,0.378093336,0.376453771
PSD160,0.062689075,0.083703627,0.090580503,0.079629511,0.069529706,0.087096559,0.078408579,0.071458415,0.109150615,0.088793025,0.087069116,0.073275563,0.087096559,0.080310695,0.077490387,0.085171434,0.087096559,0.087096559,0.083703627,0.067017929,0.064271449,0.087096559,0.080087973,0.093882422,0.083703627,0.074700482,0.078614229,0.077490387,0.088793025,0.06458715,0.062689075,0.109150615,0.107454149,0.087266529,0.078605195,0.066382351,0.078194641,0.062689075,0.107454149,0.109150615,0.093585039,0.080481014,0.088793025,0.093882422,0.127379479,0.10047039,0.102526374,0.080087974,0.062689075,0.075756493,0.064443929,0.079629511,0.065794982,0.062689075,0.100234419,0.073275563,0.07884338,0.074087588,0.070888258,0.090580503,0.071752957,0.075756493,0.062689075,0.083703627,0.071585139,0.083703627,0.085171434,0.06424454,0.070036515,0.062689075,0.062689075,0.095675019,0.082007161,0.062689075,0.071485573,0.066387517,0.066387517,0.066387517,0.062689075,0.085400093,0.062689075,0.065700919,0.073327881,0.074946956,0.062689075,0.076375135,0.070039724,0.063351865,0.062689075,0.065162509,0.065726009,0.06543661,0.064176814,0.073008535,0.064805469,0.066313401,0.062689075,0.07025029,0.078614229,0.059082529,0.062689075,0.062689075,0.062689075,0.074087588,0.076375135,0.078605195,0.078408579,0.068050458,0.080087973,0.080481014,0.070039724,0.063351865,0.065162509,0.065726009,0.06543661,0.064176814,0.064805469,0.071458415,0.073275563,0.07884338,0.073661129,0.064187496,0.066313401,0.074087588,0.062689075,0.073275563,0.062689075,0.062689075,0.073008535,0.062689075,0.070036515,0.07025029,0.070250484,0.06424454,0.062689075,0.088882331,0.090580503,0.062689075,0.090580503,0.077493775,0.102526374,0.095638717,0.064456214,0.08101241,0.104240495,0.062689075,0.087266529,0.063782971,0.093585039,0.100234419,0.07843847,0.101435766,0.062689075,0.074331389,0.077375567,0.079010805,0.078624944,0.072871083,0.070020452,0.070559989,0.078018486,0.076395425,0.078438002,0.078044411,0.06913694,0.070629437,0.062689075,0.062689075,0.102526374,0.102526374,0.102526374,0.062689075,0.062689075,0.104240495,0.104240495,0.104240495,0.062689075,0.062689075,0.088793025,0.093882422,0.093976847,0.062689075,0.095638717,0.095638717,0.095638717,0.062689075,0.073275563,0.07884338,0.093585039,0.093585039,0.093585039,0.064187496,0.087266529,0.062689075,0.062689075,0.062689075,0.068050458,0.067655532,0.074793866,0.062689075,0.062689075,0.087879306,0.064176814,0.062689075,0.064093042,0.062769741,0.064398889,0.063307387,0.063032861
PSD161,0.073888114,0.098656793,0.106762183,0.09385486,0.081950783,0.102655852,0.092415816,0.084224046,0.128649738,0.104655382,0.102623508,0.086365816,0.102655852,0.094657734,0.091333594,0.100386815,0.102655852,0.102655852,0.098656793,0.078990292,0.075753169,0.102655852,0.094395224,0.110653971,0.098656793,0.088045289,0.092658204,0.091333594,0.104655382,0.076125268,0.073888114,0.128649738,0.126650208,0.102856187,0.092647556,0.078241172,0.092163659,0.073888114,0.126650208,0.128649738,0.110303462,0.09485848,0.104655382,0.110653971,0.150135083,0.118418841,0.120842115,0.094395224,0.073888114,0.08928995,0.075956462,0.09385486,0.077548873,0.073888114,0.118140715,0.086365816,0.092928292,0.087322905,0.083552033,0.106762183,0.084571205,0.08928995,0.073888114,0.098656793,0.084373407,0.098656793,0.100386815,0.075721453,0.082548131,0.073888114,0.073888114,0.112766805,0.096657263,0.073888114,0.084256055,0.078247261,0.078247261,0.078247261,0.073888114,0.100656323,0.073888114,0.077438007,0.086427481,0.088335793,0.073888114,0.090019108,0.082551914,0.074669307,0.073888114,0.076803412,0.077467578,0.07712648,0.075641628,0.086051085,0.076382589,0.078159905,0.073888114,0.082800096,0.092658204,0.06963728,0.073888114,0.073888114,0.073888114,0.087322905,0.090019108,0.092647556,0.092415816,0.080207277,0.094395224,0.09485848,0.082551914,0.074669307,0.076803412,0.077467578,0.07712648,0.075641628,0.076382589,0.084224046,0.086365816,0.092928292,0.086820262,0.075654219,0.078159905,0.087322905,0.073888114,0.086365816,0.073888114,0.073888114,0.086051085,0.073888114,0.082548131,0.082800096,0.082800324,0.075721453,0.073888114,0.104760642,0.106762183,0.073888114,0.106762183,0.091337587,0.120842115,0.112724017,0.075970941,0.095484806,0.122862453,0.073888114,0.102856187,0.075177428,0.110303462,0.118140715,0.092451046,0.119556676,0.073888114,0.087610259,0.091198262,0.093125625,0.092670833,0.085889078,0.082529199,0.08316512,0.091956035,0.090043024,0.092450494,0.091986591,0.081487853,0.083246975,0.073888114,0.073888114,0.120842115,0.120842115,0.120842115,0.073888114,0.073888114,0.122862453,0.122862453,0.122862453,0.073888114,0.073888114,0.104655382,0.110653971,0.110765265,0.073888114,0.112724017,0.112724017,0.112724017,0.073888114,0.086365816,0.092928292,0.110303462,0.110303462,0.110303462,0.075654219,0.102856187,0.073888114,0.073888114,0.073888114,0.080207277,0.079741799,0.088155356,0.073888114,0.073888114,0.103578433,0.075641628,0.073888114,0.075542891,0.07398319,0.075903376,0.074616884,0.074293315
PSERT,1.687884233,2.182070944,2.361344313,2.144000315,1.812570807,2.270521326,2.111127093,1.862850367,2.845448815,2.314746518,2.26980593,0,2.270521327,2.093620561,2.086405055,2.293214893,2.270521326,2.270521326,2.182070944,1.747091259,1.730489166,2.270521326,2.087814428,2.447422093,2.182070944,1.947367843,2.049395369,2.086405058,2.314746518,1.738989319,1.687884233,2.845448812,2.801223623,2.274952276,2.116420907,1.73052237,2.038457123,1.687884233,2.801223623,2.845448815,2.439669611,2.098060618,2.314746518,2.447422092,3.320657314,1.913797666,1.952960821,2.087814428,1.687884233,2.039720477,1.735133134,2.144000315,1.771509843,1.687884233,1.9093028,0,0,1.994785737,1.908644744,2.361344313,1.870528768,2.039720477,1.687884233,2.182070943,1.92740804,2.182070944,2.293214893,1.729764655,1.885711814,1.687884233,1.687884233,2.494153329,2.137845752,1.687884233,1.86355833,1.787463667,1.787463667,1.787463667,1.687884233,2.226296134,1.687884233,1.768977229,1.975740204,2.019364409,1.687884233,1.991024382,0,1.658703686,1.687884233,1.754480693,1.76965276,1.761860776,1.518240136,1.903260459,1.74486749,1.785468115,1.687884233,1.83135574,2.049395369,1.590779092,1.687884233,1.687884233,1.687884233,1.994785736,1.991024382,2.116420908,2.111127096,1.567910223,2.087814428,2.098060618,0,1.658703686,1.754480693,1.76965276,1.761860776,1.518240136,1.74486749,1.862850367,0,0,1.983303452,1.728228774,1.785468115,1.994785738,1.687884233,0,1.687884233,1.687884233,1.903260459,1.687884233,1.885711814,1.83135574,1.831360778,1.729764655,1.687884233,2.317074641,2.361344312,1.687884233,2.361344312,1.476130484,1.952960821,2.493206953,1.735463904,1.54315477,1.985612027,1.687884233,2.274952276,1.717337061,2.439669611,1.9093028,1.494125384,1.932186503,1.687884233,2.001349989,2.083313561,2.0597337,2.049674684,0,1.833303301,1.899806186,0,0,0,0,0,1.670890779,1.687884233,1.687884233,1.952960821,1.952960821,1.952960821,1.687884233,1.687884233,1.985612027,1.985612027,1.985612027,1.687884233,1.687884233,2.314746518,2.447422093,2.449883661,1.687884233,2.493206953,2.493206953,2.493206953,1.687884233,0,0,2.439669611,2.439669611,2.439669611,1.728228774,2.274952276,1.687884233,1.687884233,1.687884233,1.567910223,1.821604565,0,1.687884233,1.687884233,0,1.518240136,1.687884233,1.516258328,1.69005614,1.733920462,1.704532107,1.643204478
PSERtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSP_L,1.687884233,2.182070944,2.361344313,2.144000315,1.812570807,2.270521326,2.111127093,1.862850367,2.845448815,2.314746518,2.26980593,0,2.270521327,2.093620561,2.086405055,2.293214893,2.270521326,2.270521326,2.182070944,1.747091259,1.730489166,2.270521326,2.087814428,2.447422093,2.182070944,1.947367843,2.049395369,2.086405058,2.314746518,1.738989319,1.687884233,2.845448812,2.801223623,2.274952276,2.116420907,1.73052237,2.038457123,1.687884233,2.801223623,2.845448815,2.439669611,2.098060618,2.314746518,2.447422092,3.320657314,1.913797666,1.952960821,2.087814428,1.687884233,2.039720477,1.735133134,2.144000315,1.771509843,1.687884233,1.9093028,0,0,1.994785737,1.908644744,2.361344313,1.870528768,2.039720477,1.687884233,2.182070943,1.92740804,2.182070944,2.293214893,1.729764655,1.885711814,1.687884233,1.687884233,2.494153329,2.137845752,1.687884233,1.86355833,1.787463667,1.787463667,1.787463667,1.687884233,2.226296134,1.687884233,1.768977229,1.975740204,2.019364409,1.687884233,1.991024382,0,1.658703686,1.687884233,1.754480693,1.76965276,1.761860776,1.518240136,1.903260459,1.74486749,1.785468115,1.687884233,1.83135574,2.049395369,1.590779092,1.687884233,1.687884233,1.687884233,1.994785736,1.991024382,2.116420908,2.111127096,1.567910223,2.087814428,2.098060618,0,1.658703686,1.754480693,1.76965276,1.761860776,1.518240136,1.74486749,1.862850367,0,0,1.983303452,1.728228774,1.785468115,1.994785738,1.687884233,0,1.687884233,1.687884233,1.903260459,1.687884233,1.885711814,1.83135574,1.831360778,1.729764655,1.687884233,2.317074641,2.361344312,1.687884233,2.361344312,1.476130484,1.952960821,2.493206953,1.735463904,1.54315477,1.985612027,1.687884233,2.274952276,1.717337061,2.439669611,1.9093028,1.494125384,1.932186503,1.687884233,2.001349989,2.083313561,2.0597337,2.049674684,0,1.833303301,1.899806186,0,0,0,0,0,1.670890779,1.687884233,1.687884233,1.952960821,1.952960821,1.952960821,1.687884233,1.687884233,1.985612027,1.985612027,1.985612027,1.687884233,1.687884233,2.314746518,2.447422093,2.449883661,1.687884233,2.493206953,2.493206953,2.493206953,1.687884233,0,0,2.439669611,2.439669611,2.439669611,1.728228774,2.274952276,1.687884233,1.687884233,1.687884233,1.567910223,1.821604565,0,1.687884233,1.687884233,0,1.518240136,1.687884233,1.516258328,1.69005614,1.733920462,1.704532107,1.643204478
PSP_Lpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
